CMPLNT_FR_DT	CMPLNT_FR_TM	PD_DESC	LAW_CAT_CD	BORO_NM	ADDR_PCT_CD	PREM_TYP_DESC	Latitude	Longitude
12/29/16	20:23:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	BRONX	40	CHAIN STORE	40.81874052	-73.91425316
12/29/16	20:20:00	WEAPONS POSSESSION 3	FELONY	MANHATTAN	9	STREET	40.7298959	-73.97921535
12/29/16	20:20:00	RECKLESS ENDANGERMENT 2	MISDEMEANOR	MANHATTAN	13	TRANSIT - NYC SUBWAY	40.7372031	-73.9832726
12/29/16	20:20:00	CRIMINAL CONTEMPT 1	FELONY	STATEN ISLAND	120	RESIDENCE-HOUSE	40.62211817	-74.08406343
12/29/16	20:15:00	"ROBBERY,OPEN AREA UNCLASSIFIED"	FELONY	MANHATTAN	14	STREET	40.7535327	-73.99453689
12/29/16	20:15:00	LEAVING SCENE-ACCIDENT-PERSONA	MISDEMEANOR	QUEENS	109	STREET	40.75895734	-73.83191101
12/29/16	20:10:00	RECKLESS ENDANGERMENT 1	FELONY	MANHATTAN	9	RESIDENCE - PUBLIC HOUSING	40.72848485	-73.97789166
12/29/16	20:10:00	RECKLESS ENDANGERMENT 2	MISDEMEANOR	QUEENS	115	AIRPORT TERMINAL	40.75656759	-73.87593153
12/29/16	20:10:00	RECKLESS ENDANGERMENT 2	MISDEMEANOR	QUEENS	115	AIRPORT TERMINAL	40.75656759	-73.87593153
12/29/16	20:10:00	CRIMINAL CONTEMPT 1	FELONY	BROOKLYN	63	RESIDENCE-HOUSE	40.62704593	-73.94448675
12/29/16	20:05:00	IMITATION PISTOL/AIR RIFLE	VIOLATION	BROOKLYN	81	RESIDENCE - APT. HOUSE	40.68555887	-73.92053243
12/29/16	20:00:00	"WEAPONS, POSSESSION, ETC"	MISDEMEANOR	BROOKLYN	73	RESIDENCE - PUBLIC HOUSING	40.66768438	-73.91980034
12/29/16	20:00:00	"LARCENY,PETIT FROM BUILDING,UN"	MISDEMEANOR	MANHATTAN	13	FAST FOOD	40.73683887	-73.99054371
12/29/16	20:00:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	QUEENS	109	CHAIN STORE	40.75737942	-73.83401937
12/29/16	20:00:00	WEAPONS POSSESSION 3	FELONY	BRONX	40	RESIDENCE - PUBLIC HOUSING	40.81269914	-73.92161974
12/29/16	20:00:00	"CONTROLLED SUBSTANCE, POSSESSI"	MISDEMEANOR	BROOKLYN	90	RESIDENCE - PUBLIC HOUSING	40.70574172	-73.93951602
12/29/16	20:00:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	BROOKLYN	90	SMALL MERCHANT	40.71058672	-73.95938994
12/29/16	20:00:00	"LEWDNESS,PUBLIC"	MISDEMEANOR	MANHATTAN	14	TRANSIT - NYC SUBWAY	40.75484922	-73.98411999
12/29/16	20:00:00	CRIMINAL CONTEMPT 1	FELONY	BRONX	46	RESIDENCE - APT. HOUSE	40.85646396	-73.9039598
12/29/16	20:00:00	ASSAULT 3	MISDEMEANOR	BROOKLYN	73	RESIDENCE - PUBLIC HOUSING	40.66423942	-73.90842501
12/29/16	19:58:00	"CONTROLLED SUBSTANCE, POSSESSI"	MISDEMEANOR	MANHATTAN	14	STREET	40.75002197	-73.99133946
12/29/16	19:55:00	"FORGERY,ETC.,UNCLASSIFIED-FELO"	FELONY	BROOKLYN	90	STREET	40.70758559	-73.92883803
12/29/16	19:51:00	"MARIJUANA, POSSESSION 4 & 5"	MISDEMEANOR	BRONX	49	RESIDENCE - PUBLIC HOUSING	40.86308882	-73.86016171
12/29/16	19:50:00	LEAVING SCENE-ACCIDENT-PERSONA	MISDEMEANOR	BROOKLYN	68	STREET	40.62209318	-74.02864648
12/29/16	19:50:00	"MISCHIEF,CRIMINAL,    UNCL 2ND"	FELONY	QUEENS	113	RESIDENCE-HOUSE	40.68224303	-73.79419614
12/29/16	19:50:00	LEAVING SCENE-ACCIDENT-PERSONA	MISDEMEANOR	BRONX	40	STREET	40.82206602	-73.92038749
12/29/16	19:45:00	"MISCHIEF, CRIMINAL 4, OF MOTOR"	MISDEMEANOR	BRONX	44	STREET	40.83260896	-73.92956436
12/29/16	19:44:00	"LARCENY,GRAND FROM STORE-SHOPL"	FELONY	MANHATTAN	19	COMMERCIAL BUILDING	40.76453554	-73.97072839
12/29/16	19:40:00	"MARIJUANA, POSSESSION 4 & 5"	MISDEMEANOR	MANHATTAN	25	RESIDENCE - PUBLIC HOUSING	40.80175558	-73.93426006
12/29/16	19:35:00	"FORGERY,M.V. REGISTRATION"	FELONY	BROOKLYN	77	STREET	40.67787838	-73.93731324
12/29/16	19:35:00	"MISCHIEF, CRIMINAL 4, OF MOTOR"	MISDEMEANOR	BROOKLYN	94	STREET	40.7164577	-73.95921322
12/29/16	19:34:00	"ROBBERY,PERSONAL ELECTRONIC DEVICE"	FELONY	BRONX	46	STREET	40.84951151	-73.90717595
12/29/16	19:30:00	"ROBBERY,RESIDENTIAL COMMON AREA"	FELONY	MANHATTAN	9	RESIDENCE - PUBLIC HOUSING	40.72050547	-73.97602559
12/29/16	19:30:00	CRIMINAL CONTEMPT 1	FELONY	BROOKLYN	62	RESIDENCE - APT. HOUSE	40.59886171	-73.99102777
12/29/16	19:30:00	"LARCENY,PETIT OF BICYCLE"	MISDEMEANOR	MANHATTAN	13	STREET	40.73886868	-73.98019408
12/29/16	19:30:00	"THEFT OF SERVICES, UNCLASSIFIE"	MISDEMEANOR	BRONX	47	STREET	40.8757799	-73.83880428
12/29/16	19:25:00	"CONTROLLED SUBSTANCE, POSSESSI"	MISDEMEANOR	MANHATTAN	28	RESIDENCE - PUBLIC HOUSING	40.80038048	-73.95078943
12/29/16	19:23:00	"ROBBERY,BEGIN AS SHOPLIFTING"	FELONY	QUEENS	106	TELECOMM. STORE	40.68553618	-73.82904568
12/29/16	19:20:00	"CONTROLLED SUBSTANCE,INTENT TO"	FELONY	MANHATTAN	7	RESIDENCE - PUBLIC HOUSING	40.71651456	-73.97589355
12/29/16	19:20:00	"LARCENY,GRAND FROM NIGHT CLUB, UNATTENDED"	FELONY	QUEENS	104	BAR/NIGHT CLUB	40.71236227	-73.89122506
12/29/16	19:18:00	"ROBBERY,POCKETBOOK/CARRIED BAG"	FELONY	BROOKLYN	69	STREET	40.64328747	-73.90716015
12/29/16	19:16:00	"HARASSMENT,SUBD 3,4,5"	VIOLATION	BROOKLYN	83	STREET	40.69143597	-73.92545482
12/29/16	19:15:00	"CONTROLLED SUBSTANCE, POSSESSI"	MISDEMEANOR	BROOKLYN	76	STREET	40.67813026	-74.01690656
12/29/16	19:15:00	AGGRAVATED HARASSMENT 2	MISDEMEANOR	BRONX	48	RESIDENCE-HOUSE	40.85461239	-73.88423268
12/29/16	19:15:00	"HARASSMENT,SUBD 3,4,5"	VIOLATION	MANHATTAN	32	RESIDENCE - PUBLIC HOUSING	40.81304537	-73.94626073
12/29/16	19:12:00	"FORGERY,ETC.-MISD."	MISDEMEANOR	BROOKLYN	67	STREET	40.65247214	-73.9228495
12/29/16	19:10:00	ASSAULT 3	MISDEMEANOR	BRONX	40	RESIDENCE - PUBLIC HOUSING	40.82179908	-73.91937254
12/29/16	19:10:00	"HARASSMENT,SUBD 1,CIVILIAN"	VIOLATION	BRONX	47	RESIDENCE-HOUSE	40.88275092	-73.85498149
12/29/16	19:09:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	MANHATTAN	9	DRUG STORE	40.72601663	-73.99628535
12/29/16	19:05:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	MANHATTAN	23	CHAIN STORE	40.79063522	-73.94745974
12/29/16	19:00:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	MANHATTAN	10	DRUG STORE	40.74563069	-73.99824751
12/29/16	19:00:00	"HARASSMENT,SUBD 1,CIVILIAN"	VIOLATION	BROOKLYN	79	RESTAURANT/DINER	40.68218013	-73.94993562
12/29/16	19:00:00	"ASSAULT 2,1,UNCLASSIFIED"	FELONY	BRONX	40	RESIDENCE - PUBLIC HOUSING	40.82179908	-73.91937254
12/29/16	19:00:00	"LARCENY,PETIT FROM AUTO"	MISDEMEANOR	BRONX	52	STREET	40.8620444	-73.91139914
12/29/16	19:00:00	"LARCENY,PETIT FROM OPEN AREAS,"	MISDEMEANOR	STATEN ISLAND	122	OTHER	40.56896929	-74.12726111
12/29/16	19:00:00	AGGRAVATED HARASSMENT 2	MISDEMEANOR	BRONX	43	RESIDENCE - APT. HOUSE	40.84004853	-73.86607936
12/29/16	19:00:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	MANHATTAN	34	DRUG STORE	40.86209525	-73.92505746
12/29/16	18:55:00	"GAMBLING 2, PROMOTING, POLICY-"	MISDEMEANOR	MANHATTAN	34	STREET	40.86342517	-73.92313623
12/29/16	18:55:00	"ROBBERY,DELIVERY PERSON"	FELONY	BRONX	47	STREET	40.88856637	-73.83228494
12/29/16	18:55:00	CRIMINAL CONTEMPT 1	FELONY	STATEN ISLAND	122	RESIDENCE-HOUSE	40.59297512	-74.08971941
12/29/16	18:53:00	"LARCENY,PETIT FROM BUILDING,UN"	MISDEMEANOR	MANHATTAN	1	CHAIN STORE	40.72363697	-73.9982986
12/29/16	18:50:00	"MARIJUANA, POSSESSION 4 & 5"	MISDEMEANOR	MANHATTAN	32	RESIDENCE - PUBLIC HOUSING	40.82123684	-73.94309272
12/29/16	18:50:00	"MARIJUANA, POSSESSION 4 & 5"	MISDEMEANOR	BROOKLYN	88	RESIDENCE - PUBLIC HOUSING	40.69514091	-73.97512595
12/29/16	18:45:00	"LARCENY,PETIT FROM BUILDING,UN"	MISDEMEANOR	MANHATTAN	19	CLOTHING/BOUTIQUE	40.77848992	-73.95423578
12/29/16	18:45:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	MANHATTAN	25	DEPARTMENT STORE	40.79558155	-73.93229782
12/29/16	18:45:00	ASSAULT 3	MISDEMEANOR	BROOKLYN	77	RESIDENCE - APT. HOUSE	40.67409221	-73.94592927
12/29/16	18:45:00	AGGRAVATED HARASSMENT 2	MISDEMEANOR	MANHATTAN	18	STREET	40.76568411	-73.97623676
12/29/16	18:45:00	"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED"	FELONY	STATEN ISLAND	121	CLOTHING/BOUTIQUE	40.58230199	-74.1689361
12/29/16	18:41:00	"ASSAULT 2,1,UNCLASSIFIED"	FELONY	BROOKLYN	60	STREET	40.57675153	-73.98371235
12/29/16	18:40:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	MANHATTAN	18	FOOD SUPERMARKET	40.76795511	-73.98236234
12/29/16	18:40:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	QUEENS	110	STORE UNCLASSIFIED	40.73392684	-73.8715824
12/29/16	18:40:00	"LARCENY,PETIT FROM BUILDING,UN"	MISDEMEANOR	QUEENS	115	COMMERCIAL BUILDING	40.75860671	-73.89207
12/29/16	18:40:00	"HARASSMENT,SUBD 3,4,5"	VIOLATION	BROOKLYN	60	RESIDENCE - PUBLIC HOUSING	40.57916263	-74.00037223
12/29/16	18:30:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	BRONX	52	DRUG STORE	40.87433354	-73.87934218
12/29/16	18:30:00	"HARASSMENT,SUBD 3,4,5"	VIOLATION	BROOKLYN	84	TRANSIT - NYC SUBWAY	40.69056985	-73.9851053
12/29/16	18:30:00	"LARCENY,GRAND BY EXTORTION"	FELONY	MANHATTAN	14	GROCERY/BODEGA	40.75314959	-73.98008877
12/29/16	18:25:00	"ASSAULT 2,1,UNCLASSIFIED"	FELONY	BRONX	42	FACTORY/WAREHOUSE	40.82738078	-73.91049136
12/29/16	18:25:00	"ROBBERY,BEGIN AS SHOPLIFTING"	FELONY	BRONX	41	COMMERCIAL BUILDING	40.82203994	-73.89173227
12/29/16	18:23:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	BRONX	40	FOOD SUPERMARKET	40.81787791	-73.91695668
12/29/16	18:21:00	ASSAULT 3	MISDEMEANOR	BROOKLYN	67	STREET	40.65052658	-73.92358692
12/29/16	18:20:00	"CRIMINAL MISCHIEF,UNCLASSIFIED 4"	MISDEMEANOR	STATEN ISLAND	120	RESIDENCE-HOUSE	40.64163163	-74.08675446
12/29/16	18:20:00	"MISCHIEF, CRIMINAL 4, OF MOTOR"	MISDEMEANOR	BRONX	44	STREET	40.82327606	-73.92388355
12/29/16	18:16:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	MANHATTAN	6	CLOTHING/BOUTIQUE	40.73512073	-73.99145687
12/29/16	18:15:00	"LARCENY,PETIT FROM BUILDING,UN"	MISDEMEANOR	MANHATTAN	28	FAST FOOD	40.80084632	-73.94903009
12/29/16	18:15:00	"ROBBERY,RESIDENTIAL COMMON AREA"	FELONY	BRONX	46	RESIDENCE - APT. HOUSE	40.85243803	-73.90800687
12/29/16	18:13:00	"HARASSMENT,SUBD 3,4,5"	VIOLATION	QUEENS	107	RESIDENCE-HOUSE	40.7153439	-73.78167042
12/29/16	18:10:00	"MARIJUANA, POSSESSION 4 & 5"	MISDEMEANOR	BRONX	50	PARKING LOT/GARAGE (PUBLIC)	40.88417411	-73.90036842
12/29/16	18:05:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	MANHATTAN	1	CLOTHING/BOUTIQUE	40.70715186	-74.00453164
12/29/16	18:05:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	MANHATTAN	18	DEPARTMENT STORE	40.75823237	-73.97743059
12/29/16	18:00:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	MANHATTAN	18	CHAIN STORE	40.76397622	-73.97324114
12/29/16	18:00:00	"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP"	FELONY	MANHATTAN	5	TRANSIT - NYC SUBWAY	40.7131437	-74.00405951
12/29/16	18:00:00	"LARCENY,PETIT FROM BUILDING,UN"	MISDEMEANOR	MANHATTAN	28	RESIDENCE - APT. HOUSE	40.80065444	-73.95631545
12/29/16	18:00:00	"ROBBERY,DELIVERY PERSON"	FELONY	BROOKLYN	79	RESIDENCE - PUBLIC HOUSING	40.69472816	-73.94182675
12/29/16	18:00:00	"MENACING,UNCLASSIFIED"	MISDEMEANOR	MANHATTAN	28	RESIDENCE - APT. HOUSE	40.80065444	-73.95631545
12/29/16	18:00:00	"HARASSMENT,SUBD 1,CIVILIAN"	VIOLATION	BROOKLYN	61	RESIDENCE-HOUSE	40.59202081	-73.94706511
12/29/16	18:00:00	LEAVING SCENE-ACCIDENT-PERSONA	MISDEMEANOR	QUEENS	108	STREET	40.74909502	-73.90989999
12/29/16	18:00:00	STRANGULATION 1ST	FELONY	BRONX	44	RESIDENCE-HOUSE	40.83855091	-73.90939937
12/29/16	18:00:00	"MISCHIEF, CRIMINAL 4, OF MOTOR"	MISDEMEANOR	MANHATTAN	23	STREET	40.79199993	-73.94874794
12/29/16	17:55:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	MANHATTAN	1	DRUG STORE	40.70803794	-74.01147856
12/29/16	17:55:00	"HARASSMENT,SUBD 1,CIVILIAN"	VIOLATION	BROOKLYN	60	DRUG STORE	40.5768091	-73.98318317
12/29/16	17:50:00	"FORGERY,ETC.-MISD."	MISDEMEANOR	MANHATTAN	32	GROCERY/BODEGA	40.814362	-73.9444967
12/29/16	17:50:00	OBSTR BREATH/CIRCUL	MISDEMEANOR	BROOKLYN	75	RESIDENCE - APT. HOUSE	40.65696059	-73.89590705
12/29/16	17:50:00	"ROBBERY,RESIDENTIAL COMMON AREA"	FELONY	BROOKLYN	75	RESIDENCE - APT. HOUSE	40.64592976	-73.87951017
12/29/16	17:50:00	"LARCENY,GRAND FROM STORE-SHOPL"	FELONY	QUEENS	110	TELECOMM. STORE	40.73392684	-73.8715824
12/29/16	17:50:00	"HARASSMENT,SUBD 3,4,5"	VIOLATION	BROOKLYN	75	OTHER	40.67135982	-73.88181102
12/29/16	17:50:00	"LARCENY,GRAND FROM PERSON,PICK"	FELONY	BRONX	47	GROCERY/BODEGA	40.87603307	-73.84945642
12/29/16	17:50:00	LEAVING SCENE-ACCIDENT-PERSONA	MISDEMEANOR	BRONX	41	STREET	40.82099409	-73.89161474
12/29/16	17:45:00	"HARASSMENT,SUBD 3,4,5"	VIOLATION	BROOKLYN	81	TAXI (LIVERY LICENSED)	40.68022129	-73.91805829
12/29/16	17:40:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	MANHATTAN	9	CHAIN STORE	40.72997985	-73.99213945
12/29/16	17:40:00	"HARASSMENT,SUBD 3,4,5"	VIOLATION	MANHATTAN	32	RESIDENCE - APT. HOUSE	40.81600451	-73.94131973
12/29/16	17:40:00	AGGRAVATED HARASSMENT 2	MISDEMEANOR	QUEENS	106	RESIDENCE-HOUSE	40.67467795	-73.80495906
12/29/16	17:40:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	MANHATTAN	20	DRUG STORE	40.77103744	-73.98226405
12/29/16	17:35:00	CRIMINAL CONTEMPT 1	FELONY	STATEN ISLAND	120	RESIDENCE - PUBLIC HOUSING	40.6214156	-74.08007851
12/29/16	17:30:00	"MENACING,UNCLASSIFIED"	MISDEMEANOR	BROOKLYN	66	RESIDENCE-HOUSE	40.61239112	-73.9643192
12/29/16	17:30:00	"HARASSMENT,SUBD 3,4,5"	VIOLATION	BROOKLYN	68	STREET	40.62888886	-74.03031741
12/29/16	17:30:00	"ROBBERY,COMMERCIAL UNCLASSIFIED"	FELONY	BROOKLYN	79	COMMERCIAL BUILDING	40.68437614	-73.95037386
12/29/16	17:30:00	"LEWDNESS,PUBLIC"	MISDEMEANOR	MANHATTAN	13	TRANSIT - NYC SUBWAY	40.74333499	-73.98407943
12/29/16	17:30:00	"HARASSMENT,SUBD 1,CIVILIAN"	VIOLATION	QUEENS	106	RESIDENCE-HOUSE	40.68163714	-73.82087487
12/29/16	17:30:00	"HARASSMENT,SUBD 3,4,5"	VIOLATION	QUEENS	114	STREET	40.77537468	-73.90163241
12/29/16	17:27:00	"LARCENY,PETIT FROM BUILDING,UN"	MISDEMEANOR	BRONX	40	SMALL MERCHANT	40.81632558	-73.91861688
12/29/16	17:25:00	"ASSAULT 2,1,UNCLASSIFIED"	FELONY	BRONX	48	RESIDENCE - APT. HOUSE	40.84001841	-73.873434
12/29/16	17:25:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	STATEN ISLAND	121	DEPARTMENT STORE	40.62442719	-74.13977703
12/29/16	17:24:00	AGGRAVATED HARASSMENT 2	MISDEMEANOR	QUEENS	115	STREET	40.75656759	-73.87593153
12/29/16	17:24:00	"ROBBERY,HOME INVASION"	FELONY	BROOKLYN	79	RESIDENCE - APT. HOUSE	40.68300404	-73.93949698
12/29/16	17:20:00	"MARIJUANA, POSSESSION 4 & 5"	MISDEMEANOR	BROOKLYN	70	RESIDENCE - APT. HOUSE	40.64771331	-73.96274715
12/29/16	17:20:00	"MARIJUANA, POSSESSION 4 & 5"	MISDEMEANOR	BROOKLYN	70	RESIDENCE - APT. HOUSE	40.64771331	-73.96274715
12/29/16	17:20:00	"ROBBERY,COMMERCIAL UNCLASSIFIED"	FELONY	BROOKLYN	69	STORE UNCLASSIFIED	40.64488675	-73.90271484
12/29/16	17:20:00	"HARASSMENT,SUBD 1,CIVILIAN"	VIOLATION	BROOKLYN	88	RESIDENCE - PUBLIC HOUSING	40.69578131	-73.97952891
12/29/16	17:18:00	TAX LAW	MISDEMEANOR	BRONX	49	GROCERY/BODEGA	40.86926277	-73.8439109
12/29/16	17:15:00	"MARIJUANA, POSSESSION"	VIOLATION	BROOKLYN	83	OTHER	40.70222447	-73.93241787
12/29/16	17:09:00	OBSTR BREATH/CIRCUL	MISDEMEANOR	MANHATTAN	26	RESIDENCE - PUBLIC HOUSING	40.8140937	-73.95929789
12/29/16	17:05:00	STRANGULATION 1ST	FELONY	BRONX	43	RESIDENCE - PUBLIC HOUSING	40.81943199	-73.84555244
12/29/16	17:05:00	"ROBBERY,BEGIN AS SHOPLIFTING"	FELONY	BRONX	40	CLOTHING/BOUTIQUE	40.81740495	-73.91576143
12/29/16	17:05:00	"CRIMINAL MISCHIEF,UNCLASSIFIED 4"	MISDEMEANOR	BRONX	40	BEAUTY & NAIL SALON	40.81984592	-73.91329431
12/29/16	17:00:00	AGGRAVATED HARASSMENT 2	MISDEMEANOR	QUEENS	102	RESIDENCE-HOUSE	40.68970903	-73.85350103
12/29/16	17:00:00	"LARCENY,GRAND FROM PERSON,PICK"	FELONY	BRONX	52	BANK	40.87337247	-73.87893171
12/29/16	17:00:00	"ROBBERY,HOME INVASION"	FELONY	BROOKLYN	81	RESIDENCE - APT. HOUSE	40.68555887	-73.92053243
12/29/16	17:00:00	"BURGLARY,RESIDENCE,DAY"	FELONY	QUEENS	104	RESIDENCE-HOUSE	40.73464593	-73.89602385
12/29/16	17:00:00	"INTOXICATED DRIVING,ALCOHOL"	MISDEMEANOR	QUEENS	111	STREET	40.77490773	-73.78894169
12/29/16	17:00:00	ASSAULT 3	MISDEMEANOR	BROOKLYN	90	TRANSIT - NYC SUBWAY	40.7119702	-73.94068989
12/29/16	17:00:00	"LARCENY,PETIT FROM BUILDING,UN"	MISDEMEANOR	QUEENS	114	RESIDENCE - APT. HOUSE	40.75853264	-73.92707986
12/29/16	17:00:00	"HARASSMENT,SUBD 3,4,5"	VIOLATION	MANHATTAN	20	RESIDENCE - PUBLIC HOUSING	40.77292356	-73.9857873
12/29/16	17:00:00	"HARASSMENT,SUBD 1,CIVILIAN"	VIOLATION	BRONX	48	RESIDENCE - APT. HOUSE	40.85128738	-73.88307093
12/29/16	17:00:00	"CRIMINAL MISCHIEF,UNCLASSIFIED 4"	MISDEMEANOR	BROOKLYN	66	STORE UNCLASSIFIED	40.61700583	-73.9781519
12/29/16	16:50:00	"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)"	FELONY	MANHATTAN	33	STREET	40.83661629	-73.93930309
12/29/16	16:50:00	"HARASSMENT,SUBD 1,CIVILIAN"	VIOLATION	BROOKLYN	68	STREET	40.62888886	-74.03031741
12/29/16	16:45:00	"CRIMINAL MISCHIEF,UNCLASSIFIED 4"	MISDEMEANOR	QUEENS	103	CLOTHING/BOUTIQUE	40.70531209	-73.79529351
12/29/16	16:45:00	"BURGLARS TOOLS,UNCLASSIFIED"	MISDEMEANOR	BROOKLYN	61	CHAIN STORE	40.60958396	-73.95843934
12/29/16	16:45:00	ASSAULT 3	MISDEMEANOR	QUEENS	103	STREET	40.70798149	-73.78408591
12/29/16	16:40:00	ASSAULT 3	MISDEMEANOR	BRONX	52	RESIDENCE - APT. HOUSE	40.86700147	-73.8893126
12/29/16	16:40:00	"ASSAULT 2,1,PEACE OFFICER"	FELONY	BROOKLYN	81	RESIDENCE - APT. HOUSE	40.69240465	-73.92944562
12/29/16	16:35:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	MANHATTAN	14	CHAIN STORE	40.75691625	-73.98596397
12/29/16	16:32:00	AGGRAVATED HARASSMENT 2	MISDEMEANOR	MANHATTAN	32	BEAUTY & NAIL SALON	40.81394662	-73.94842036
12/29/16	16:30:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	BROOKLYN	60	GROCERY/BODEGA	40.58262026	-73.9862958
12/29/16	16:30:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	STATEN ISLAND	121	COMMERCIAL BUILDING	40.57580374	-74.1698124
12/29/16	16:30:00	"LARCENY,GRAND BY THEFT OF CREDIT CARD"	FELONY	QUEENS	101	DRY CLEANER/LAUNDRY	40.59814806	-73.76689718
12/29/16	16:30:00	"LARCENY,PETIT FROM BUILDING,UN"	MISDEMEANOR	QUEENS	115	HOTEL/MOTEL	40.75225953	-73.85358003
12/29/16	16:30:00	"HARASSMENT,SUBD 3,4,5"	VIOLATION	BROOKLYN	73	RESIDENCE - APT. HOUSE	40.65448495	-73.90903306
12/29/16	16:30:00	RECKLESS ENDANGERMENT 1	FELONY	BROOKLYN	70	RESIDENCE - APT. HOUSE	40.62786831	-73.94809943
12/29/16	16:28:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	BRONX	52	FOOD SUPERMARKET	40.86280385	-73.90685733
12/29/16	16:28:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	BRONX	52	FOOD SUPERMARKET	40.86280385	-73.90685733
12/29/16	16:25:00	"MARIJUANA, POSSESSION 4 & 5"	MISDEMEANOR	QUEENS	110	STREET	40.73616199	-73.86754749
12/29/16	16:25:00	"LARCENY,PETIT FROM BUILDING,UN"	MISDEMEANOR	BRONX	45	RESIDENCE-HOUSE	40.84006262	-73.84861624
12/29/16	16:25:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	BROOKLYN	77	RESTAURANT/DINER	40.66888377	-73.93250572
12/29/16	16:20:00	"CONTROLLED SUBSTANCE, POSSESSI"	MISDEMEANOR	BROOKLYN	81	STREET	40.69762376	-73.93638949
12/29/16	16:20:00	RAPE 1	FELONY	BRONX	47	RESIDENCE - APT. HOUSE
12/29/16	16:20:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	BROOKLYN	75	CHAIN STORE	40.65169816	-73.86844676
12/29/16	16:20:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	QUEENS	111	STORE UNCLASSIFIED	40.74043366	-73.75955377
12/29/16	16:20:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	QUEENS	111	STORE UNCLASSIFIED	40.74043366	-73.75955377
12/29/16	16:20:00	"LARCENY,GRAND FROM PERSON,UNCL"	FELONY	BROOKLYN	73	RESTAURANT/DINER	40.65659484	-73.90134262
12/29/16	16:20:00	"LARCENY,PETIT FROM BUILDING,UN"	MISDEMEANOR	QUEENS	110	SMALL MERCHANT	40.74252734	-73.85413551
12/29/16	16:20:00	"LARCENY,GRAND FROM PERSON,PICK"	FELONY	MANHATTAN	20	TRANSIT - NYC SUBWAY	40.77880502	-73.98205978
12/29/16	16:18:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	QUEENS	107	DEPARTMENT STORE	40.74009108	-73.78626251
12/29/16	16:15:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	BRONX	43	DEPARTMENT STORE	40.82596799	-73.85682155
12/29/16	16:13:00	"HARASSMENT,SUBD 3,4,5"	VIOLATION	BRONX	42	RESIDENCE - APT. HOUSE	40.82660182	-73.90769571
12/29/16	16:10:00	"LARCENY,PETIT FROM STORE-SHOPL"	MISDEMEANOR	MANHATTAN	28	CHAIN STORE	40.80837414	-73.94688582
12/29/16	16:10:00	WEAPONS POSSESSION 3	FELONY	QUEENS	107	STREET	40.73011307	-73.81090892
12/29/16	16:00:00	ESCAPE 3	MISDEMEANOR	MANHATTAN	6	HOSPITAL	40.73755564	-74.00041642
12/29/16	16:00:00	CRIMINAL CONTEMPT 1	FELONY	BROOKLYN	71	RESIDENCE - APT. HOUSE	40.6623217	-73.93865428
12/29/16	16:00:00	"HARASSMENT,SUBD 3,4,5"	VIOLATION	QUEENS	104	RESIDENCE-HOUSE	40.70534216	-73.90147967
12/29/16	16:00:00	"LARCENY,GRAND FROM EATERY, UNATTENDED"	FELONY	BROOKLYN	84	FAST FOOD	40.69195635	-73.98857037
